"CUENTA","GANACIA","TOTALCAMPANAS","PARTICIPACION"
"357,690","4,250.06",2,1
"357,691","165,659.2",21,0.2
"357,693","58,050.51",8,0.08
"357,694","18,532.94",3,0.02
"357,695","44,785.91",14,0.14
"357,700","135,454.37",14,0.13
"357,701","1,838.08",13,0.05
"357,702","9,550.31",1,1
"357,703","124,419.87",21,0.2
"357,706","13,531.64",4,0.02
"357,707","2,424.58",21,0.05
"357,708","8,899.37",3,0.04
"357,710","14,967.68",4,0.03
"357,712","2,953.35",2,1
"357,715","61,303.63",18,0.07
"357,716","17,702.22",13,0.14
"357,723","104,021.69",21,0.2
"357,724","50,010.37",6,0.05
"357,725","152,685.28",21,0.2
"357,726",-413.13,6,0.02
"357,735","12,266.41",2,0.5
"357,737","3,464.51",1,1
"357,739","31,661.89",3,0.02
"357,740","453,610.28",21,0.2
"357,741","79,742.94",21,0.2
"357,744","19,487.5",4,0.05
"357,746","22,915.04",6,0.83
"357,747","12,533.8",3,0.02
"357,750","315,831.92",21,0.2
"357,751","-1,482.95",3,0.02
"357,752","4,236.18",3,0.04
"357,753","5,784.33",1,1
"357,754","7,404.29",20,0.08
"357,755","10,627.88",2,1
"357,756","1,049.22",1,1
"357,759","3,283.93",1,1
"357,761","30,133.96",7,0.06
"357,762","37,856.4",6,0.07
"357,763","2,207.49",2,1
"357,764","-1,278.64",8,0.03
"357,765","13,217.86",3,0.67
"357,766",-682.54,1,1
"357,767","46,375.8",12,0.12
"357,768","13,910.78",9,0.1
"357,769","1,470.17",1,1
"357,770",671.23,1,1
"357,771",-682.54,1,1
"357,772","153,368.95",22,0.21
"357,773","1,193.87",2,0.5
"357,775","3,300.52",1,1
"357,776","14,451.42",2,0.5
"357,777","74,103.54",6,0.06
"357,778","3,905.43",2,1
"357,779","236,660.4",21,0.2
"357,781","24,843.64",4,0.03
"357,782","14,162.44",4,0.03
"357,783","74,648.18",14,0.13
"357,784","81,604.04",22,0.19
"357,785","29,681.06",4,0.05
"357,787",-842.77,2,1
"357,788","13,277.39",8,0.09
"357,789","43,266.75",8,0.09
"357,790","3,405.35",7,0.04
"357,791","12,726.88",2,0.5
"357,792","1,101.48",1,1
"357,794",-682.54,1,1
"357,795","127,730.51",22,0.21
"357,796","12,957.67",1,1
"357,797","8,620.22",1,1
"357,798","58,968.15",3,0.04
"357,799","5,737.62",2,0.5
"357,800","144,761.67",16,0.14
"357,801","6,479.91",1,1
"357,802","4,973.79",3,1
"357,803","21,829.57",3,0.04
"357,804","78,487.75",22,0.21
"357,807","26,222.16",8,0.06
"357,808","21,211.88",4,0.05
"357,809",-590.2,21,0.2
"357,810","38,631.16",5,0.05
"357,811","66,737.13",14,0.13
"357,812","30,026.39",5,0.06
"357,814","20,944.28",4,0.05
"357,815","1,868.07",1,1
"357,816","21,132.12",4,0.03
"357,817","9,112.18",3,0.02
"357,820","2,360.83",1,1
"357,821","15,419.17",3,0.02
"357,822","8,828.23",3,0.04
"357,823",-292.6,1,1
"357,824","-2,808.07",1,1
"357,826","10,216.46",1,1
"357,828","72,174.07",21,0.19
"357,829","61,911.72",21,0.2
"357,830","11,606.39",2,1
"357,831","31,099.84",10,0.1
"357,832","27,979.21",8,0.09
"357,836","20,755.73",9,0.1
"357,837","75,154.51",22,0.21
"357,838","164,789.64",22,0.21
"357,839","54,032.61",22,0.21
"357,840","134,725.83",11,0.12
"357,841","77,632.25",21,0.2
"357,843","99,392.35",21,0.19
"357,845","-3,840.66",1,1
"357,846","97,317.04",21,0.2
"357,847",-548.49,1,1
"357,848","284,393.38",21,0.2
"357,849","231,307.5",21,0.2
"357,850",-795.2,4,0.02
"357,851",687.71,8,0.09
"357,853","17,787.28",10,0.11
"357,854","92,489.67",9,0.08
"357,855","71,847.51",15,0.15
"357,856","158,698.78",21,0.2
"357,857","-2,626.14",2,0.5
"357,858","2,182.33",3,0.04
"357,859","61,623.82",17,0.15
"357,860","10,674.91",3,0.04
"357,862","46,943.22",17,0.12
"357,863","52,053.85",4,0.05
"357,864","182,723.37",22,0.21
"357,865","13,183.48",4,0.05
"357,866","13,039.53",4,0.05
"357,867","57,017.38",20,0.2
"357,868","75,302.74",9,0.1
"357,869","230,704.96",21,0.2
"357,870","1,039.66",1,1
"357,871","6,504.45",1,1
"357,872","10,739.3",5,0.06
"357,873","201,107.35",22,0.21
"357,874","12,473.74",4,0.05
"357,875","428,211.89",22,0.21
"357,876","9,250.54",4,0.05
"357,878","88,997.21",22,0.21
"357,880","20,904.89",4,0.05
"357,881","-3,835.24",1,1
"357,882","3,457.4",1,1
"357,883","40,297.72",22,0.21
"357,884",-59.99,1,1
"357,885","11,904.37",2,0.5
"357,886","12,037.35",3,0.02
"357,888","-1,853.18",3,0.02
"357,889","10,012.61",6,0.03
"357,891","7,241.25",3,0.04
"357,892","11,409.2",5,0.02
"357,894","1,127.33",1,1
"357,895","22,643.83",7,0.08
"357,896","105,680.37",20,0.12
"357,898",909.48,2,0.5
"357,899","73,042.23",21,0.17
"357,900","109,981.37",11,0.11
"357,901","16,342.49",2,0.5
"357,902","36,529.08",2,0.02
"357,903","1,760.56",1,1
"357,904","80,924.24",21,0.19
"357,905","118,317.48",19,0.14
"357,906",979.24,1,1
"357,907","57,546.83",9,0.09
"357,908","4,888.6",2,1
"357,909","83,596.04",8,0.08
"357,911","3,477.54",3,0.02
"357,912","214,653.1",21,0.2
"357,914","18,836.87",10,0.9
"357,915","68,767.97",3,0.04
"357,920","138,980.44",21,0.2
"357,928","10,764.89",4,0.03
"357,929","3,622.28",2,0.02
"357,931","27,967.35",3,0.04
"357,932",-762.77,1,1
"357,934","90,963.78",21,0.2
"357,936",-762.77,1,1
"357,938",-762.77,1,1
"357,943","48,706.7",8,0.09
"357,944","75,954.45",20,0.2
"357,945","81,283.95",5,0.05
"357,946","15,801.36",5,0.02
"357,947","57,293.61",5,0.05
"357,949","11,256.55",2,1
"357,951","268,575.34",21,0.2
"357,952","2,217.1",2,0.5
"357,958","232,553.33",21,0.2
"357,959","52,121.18",7,0.07
"357,960","18,467.36",15,0.03
"357,964","1,794.17",1,1
"357,965","1,230.73",1,1
"357,966","84,190.19",10,0.1
"357,967","10,085.4",1,1
"357,968","4,804.01",1,1
"357,969","69,544.84",4,0.03
"357,972","41,966.82",3,0.04
"357,973","60,055.32",10,0.11
"357,977","2,309.53",1,1
"357,978","126,818.09",10,0.08
"357,979","3,431.94",2,1
"357,980","12,849.53",3,0.02
"357,982","35,162.52",8,0.08
"357,983","21,438.91",5,1
"357,984","52,300.59",8,0.08
"357,985","114,621.09",20,0.2
"357,988","67,274.05",19,0.19
"357,990","10,588.08",2,0.5
"357,991","-2,333.67",2,1
"357,992","2,854.33",2,0.5
"357,993","11,203.5",21,0.04
"357,994","114,841.86",21,0.2
"357,995","328,750.51",20,0.2
"357,997","13,062.76",3,0.02
"357,999","16,981.06",4,0.03
"358,000","49,532.28",5,0.06
"358,002",-649.53,1,1
"358,004","69,067.96",5,0.05
"358,005","3,150.94",1,1
"358,006","-7,575.05",2,1
"358,007",707.88,1,1
"358,010","18,006.45",1,1
"358,011",-286.08,20,0.02
"358,013","-23,279.74",17,0.17
"358,015","1,062.29",1,1
"358,018","14,651.89",2,1
"358,020","8,508.77",3,0.04
"358,021","158,307.9",21,0.2
"358,022","4,947.87",1,1
"358,023","69,746.29",16,0.16
"358,024","35,055.51",4,0.03
"358,025",600.55,4,0.05
"358,027","29,530.32",8,1
"358,029","22,898.97",5,0.05
"358,031","61,421.68",4,0.05
"358,032","3,470.9",2,0.01
"358,034","8,845.09",3,0.02
"358,035","19,126.04",4,0.05
"358,036","1,925.26",1,1
"358,038","11,830.08",22,0.21
"358,039","28,220.84",7,0.08
"358,042","193,193.97",13,0.12
"358,043","96,981.64",9,0.09
"358,044","153,530.56",16,0.16
"358,046","10,682.45",3,0.04
"358,047","3,268.93",5,0.05
"358,048","54,513.33",3,0.04
"358,051","181,543.56",21,0.2
"358,054",-580.76,1,1
"358,055","193,185.2",19,0.17
"358,056","104,304.59",20,0.2
"358,058","1,824.55",1,1
"358,059","179,445.87",19,1
"358,060","1,441.79",1,1
"358,061","70,215.37",7,0.07
"358,062","-1,964.58",1,1
"358,063","367,424.26",21,0.2
"358,064","14,427.57",3,0.04
"358,065","135,515.95",13,0.13
"358,067","7,395.66",7,0.03
"358,070","63,520.91",17,0.14
"358,071","14,206.27",8,0.08
"358,072","405,053.4",21,0.19
"358,073","14,268.87",1,1
"358,074","65,683.13",21,0.2
"358,075","228,811.09",20,0.2
"358,076",-12.67,2,0.01
"358,077","1,230.73",2,0.01
"358,081","7,309.06",6,1
"358,083","40,350.27",5,0.05
"358,084","69,230.58",14,0.13
"358,085","188,326.58",21,0.18
"358,086","45,250.41",20,0.2
"358,087","11,518.62",3,0.02
"358,088",685.78,2,0.01
"358,089","2,452.81",2,0.02
"358,090","79,627.61",7,0.08
"358,091","7,393.36",5,0.8
"358,092","13,306.57",2,0.5
"358,094","13,032.72",1,1
"358,095","52,670.96",5,0.06
"358,096","57,427.35",16,0.12
"358,098","6,049.71",3,0.04
"358,099","12,647.9",8,0.04
"358,100","52,171.68",4,0.03
"358,102","88,836.03",15,0.14
"358,104",249.49,1,1
"358,106","133,724.35",11,0.11
"358,107","2,688.97",2,1
"358,108","22,567.51",3,0.02
"358,109","5,523.53",4,0.03
"358,110","-2,211.65",1,1
"358,111","295,896.61",21,0.2
"358,112",-616.38,2,0.01
"358,113","3,688.21",4,0.05
"358,114","22,174.31",3,0.02
"358,115","49,552.36",4,0.05
"358,119","38,727.32",4,0.03
"358,124","53,435.94",20,0.15
"358,126","19,314.41",2,1
"358,128","-27,584.98",20,0.18
"358,129","75,383.08",21,0.2
"358,130","111,280.6",21,0.2
"358,133","20,212.46",4,0.03
"358,136","164,894.24",21,0.2
"358,137","6,241.2",2,1
"358,138","-2,182.04",14,0.04
"358,139","238,463.17",21,0.2
"358,140","13,845.74",3,0.02
"358,141","19,760.87",8,0.07
"358,144","97,750.91",21,0.2
"358,145",-762.77,1,1
"358,146","116,462.4",14,0.15
"358,147","8,357.11",2,0.5
"358,148","74,696.41",21,0.2
"358,149","185,500.14",21,0.19
"358,150","107,968.59",21,0.18
"358,152","121,018.78",21,0.2
"358,153","78,726.5",5,0.03
"358,154","12,197.28",4,0.05
"358,155","5,955.83",1,1
"358,156","46,858.16",4,0.05
"358,157","12,381.71",3,0.04
"358,159","100,276.48",13,0.12
"358,160","66,630.77",18,0.1
"358,162","8,856.87",2,0.5
"358,164","1,881.9",1,1
"358,165","368,812.66",21,0.2
"358,166","191,327.82",11,0.1
"358,169","106,034.02",8,0.09
"358,170","107,756.54",8,0.09
"358,171","419,807.59",21,0.2
"358,172","50,006.35",21,0.16
"358,173","69,705.27",7,0.08
"358,176","23,108.71",3,0.04
"358,177","13,162.33",4,0.03
"358,179","13,134.06",4,0.03
"358,180","6,589.35",4,0.03
"358,183","209,773.44",21,0.2
"358,184","212,247.83",21,0.2
"358,185","81,722.32",21,0.19
"358,186","4,087.81",2,0.5
"358,187","4,118.58",8,0.09
"358,189","14,716.41",5,0.06
"358,190","3,490.69",3,0.04
"358,191","83,877.87",6,0.06
"358,192","1,016.82",1,1
"358,193","19,130.11",4,0.05
"358,194","214,029.76",21,0.2
"358,195",44.85,14,0.04
"358,196","34,825.85",3,0.04
"358,197","29,697.2",6,0.07
"358,198","73,316.58",8,0.06
"358,200","14,721.82",4,0.05
"358,201",-916.45,1,1
"358,202",700.02,1,1
"358,203","4,816.26",3,0.02
"358,204","1,511.76",1,1
"358,205","193,942.37",21,0.2
"358,206","12,971.21",21,0.11
"358,207","18,463.99",4,0.03
"358,208","171,350.32",18,0.16
"358,209","149,040.3",14,0.15
"358,210","224,233.39",9,0.09
"358,212","404,116.89",21,0.2
"358,215","2,196.67",1,1
"358,217","203,823.43",21,0.2
"358,218","22,874.99",4,0.05
"358,219","45,249.38",7,0.08
"358,220",-168.25,1,1
"358,221","65,213.4",6,0.06
"358,222","5,204.77",5,0.06
"358,223","38,505.4",4,0.05
"358,225","40,483.74",18,0.13
"358,226","84,952.4",18,0.18
"358,227","97,586.08",12,0.13
"358,228","114,246.63",7,0.07
"358,229","43,063.62",20,0.04
"358,230","-7,345.06",5,0.03
"358,231","161,872.97",20,0.2
"358,232","24,430.13",11,0.1
"358,233","20,654.81",9,0.04
"358,234","70,168.42",11,0.12
"358,237","19,431.34",3,0.04
"358,238","6,911.05",4,0.5
"358,239","3,549.41",3,0.04
"358,240","14,202.97",1,1
"358,241","46,407.79",3,0.04
"358,242","279,235.99",20,0.2
"358,243","19,886.06",2,1
"358,245","36,317.98",3,0.02
"358,247","4,902.55",2,0.5
"358,248","23,558.54",21,0.2
"358,249","42,361.69",3,0.04
"358,250","30,343.16",4,0.05
"358,251","15,339.34",2,0.5
"358,252","1,672.46",3,0.02
"358,253","11,126.94",3,0.04
"358,254","29,689.38",2,0.02
"358,255","72,434.82",21,0.2
"358,256","2,032.96",3,0.02
"358,257","13,759.12",2,1
"358,258","107,316.42",19,0.07
"358,259","40,949.26",4,0.03
"358,260","6,385.59",1,1
"358,261","42,360.58",8,0.09
"358,262","187,692.7",21,0.2
"358,264","31,467.98",4,0.03
"358,266","4,208.23",1,1
"358,267","43,530.41",19,0.13
"358,268","14,281.83",2,0.5
"358,270","41,684.38",10,0.11
"358,271","90,552.44",21,0.19
"358,272","8,874.51",4,0.03
"358,274","7,173.06",2,0.5
"358,275",-150.31,2,0.5
"358,276","145,135.51",21,0.2
"358,277","13,829.99",3,0.04
"358,279","50,083.73",4,0.03
"358,281","2,957.45",1,1
"358,283","28,173.35",15,0.05
"358,284","10,408.25",6,0.07
"358,285","4,248.02",2,1
"358,286","7,773.44",2,0.5
"358,287","162,973.37",10,0.11
"358,288","3,439.04",14,0.15
"358,289","70,764.9",5,0.06
"358,291","11,385.74",2,1
"358,292","91,472.86",20,0.2
"358,294","6,326.41",11,0.08
"358,296","14,913.41",17,0.16
"358,297","9,539.83",3,0.01
"358,298","48,832.12",21,0.19
"358,299","51,861.93",7,0.08
"358,300","78,533",3,0.04
"358,301","1,384.5",17,0.08
"358,303","4,277.11",3,0.01
"358,304",-306.73,1,1
"358,306","299,441.3",17,0.17
"358,307","19,384.18",3,0.04
"358,308","1,465.89",1,1
"358,309","6,829.84",2,0.5
"358,310",757.2,4,0.03
"358,311",-278.09,1,1
"358,312","6,276.33",14,0.15
"358,313","50,702.79",5,1
"358,314","16,636.24",2,0.02
"358,316","2,349.61",1,1
"358,317","94,326.08",21,0.2
"358,318","183,696.82",21,0.2
"358,319","45,068.2",15,0.14
"358,320","129,930.55",21,0.2
"358,321","35,794.24",21,0.17
"358,323","12,889.2",7,0.08
"358,324","69,796.95",11,0.12
"358,325","59,900.04",21,0.2
"358,326","2,965.46",2,0.5
"358,327","3,123.37",3,0.04
"358,331","10,686.24",3,0.02
"358,332","135,133.45",14,0.13
"358,333","23,432.61",3,0.04
"358,334",494.93,1,1
"358,335","62,653.41",20,0.14
"358,336","1,724.3",1,1
"358,337","3,635.14",1,1
"358,338","11,024.21",2,0.5
"358,340","48,204.63",5,0.05
"358,343",-363.99,4,0.03
"358,344","213,505.94",21,0.18
"358,345","18,709.23",4,0.03
"358,346","54,190.49",3,0.04
"358,348","14,300.43",3,0.02
"358,349","12,747.88",2,1
"358,350","261,519.25",21,0.2
"358,351","3,328.98",7,0.06
"358,353",581.48,2,0.01
"358,354","33,580.71",14,0.08
"358,355","72,884.49",14,0.09
"358,356","61,366.09",11,0.1
"358,360","10,008.36",4,0.03
"358,362","2,952.27",1,1
"358,363","34,329.16",8,0.09
"358,365","4,675.62",3,0.04
"358,366","8,350.58",1,1
"358,367","132,208.8",20,0.19
"358,368",817.15,1,1
"358,370","103,245.78",16,0.11
"358,371",976.59,12,0.02
"358,372","114,661.28",12,0.1
"358,373","5,067.01",1,1
"358,374","44,712.85",10,0.1
"358,375","211,984.37",21,0.2
"358,377","21,618.54",4,0.03
"358,379","10,947.75",4,0.02
"358,381",266.93,1,1
"358,383","9,895.11",1,1
"358,385","189,364.65",21,0.18
"358,386",-243.1,1,1
"358,394","112,014.12",7,0.08
"358,396","64,467.15",21,0.19
"358,397",875.14,1,1
"358,398","-3,192.11",2,1
"358,399","3,665.78",2,0.01
"358,400","93,189.24",20,0.19
"358,401",793.02,2,0.5
"358,402","2,366.03",1,1
"358,404","308,269.07",21,0.2
"358,405","15,358.72",6,0.06
"358,407","26,740.41",21,0.2
"358,408","19,117.97",21,0.04
"358,413","4,337.97",3,0.04
"358,414","73,653.15",21,0.19
"358,415","4,914.78",1,1
"358,416","-5,278.68",3,0.04
"358,417","26,010.81",3,0.04
"358,418","71,094.73",21,0.2
"358,419","28,651.79",4,0.03
"358,420","54,523.35",5,0.06
"358,421","33,004.21",4,0.02
"358,422","63,674.34",9,0.05
"358,423","10,436.1",3,0.04
"358,424","169,641.7",21,0.2
"358,425","56,768.48",14,0.13
"358,426","52,926.34",18,0.04
"358,427","18,984.21",2,1
"358,428","8,986.89",3,0.02
"358,429","64,499.05",3,0.04
"358,430","230,468.59",18,0.18
"358,431","93,371.35",20,0.2
"358,432","3,261.06",2,0.5
"358,433","207,162.02",20,0.2
"358,435","46,556.84",17,0.14
"358,438","136,085.32",9,0.09
"358,439","18,491.11",3,0.04
"358,442","25,030.09",6,0.06
"358,443","67,517.61",21,0.2
"358,445","6,802.47",1,1
"358,446","214,244.5",21,0.2
"358,450","4,993.31",1,1
"358,452","26,075.65",7,0.08
"358,454","27,388.27",8,0.07
"358,455","15,806.15",4,0.03
"358,456","8,353.17",3,0.04
"358,458","15,959.62",1,1
"358,459","203,928.34",21,0.2
"358,460","29,288.8",3,0.02
"358,462","250,519.75",21,0.2
"358,463","85,878.3",21,0.2
"358,464","28,375.69",5,0.05
"358,466","242,428.91",20,0.18
"358,467","15,584.81",1,1
"358,468","16,407.53",7,0.08
"358,469","110,295.27",15,0.14
"358,470","73,720.85",21,0.17
"358,472","101,167.77",21,0.2
"358,474",925.28,2,0.02
"358,476","11,352.49",2,0.02
"358,477","-3,469.18",3,0.02
"358,479","21,937.28",3,0.02
"358,484","19,874",15,0.15
"358,487","4,085.2",3,0.02
"358,490","9,015.83",4,0.05
"358,492","291,581.47",20,0.2
"358,493","137,454.53",12,0.13
"358,494","31,963.05",9,0.1
"358,495","1,788.71",1,1
"358,496","13,150.21",3,0.04
"358,497","105,857.82",14,0.14
"358,498","53,138.6",14,0.15
"358,499","13,179.99",2,1
"358,500","13,533.44",2,1
"358,501","30,594.69",15,0.15
"358,502","14,750.43",4,0.03
"358,503","18,211.46",2,0.5
"358,504","21,967.78",17,0.16
"358,505","2,074.42",1,1
"358,506","15,995.66",4,0.03
"358,507","63,499.49",16,0.16
"358,508","3,630.1",1,1
"358,509","26,165.73",5,0.05
"358,510","236,407.51",12,0.12
"358,511","597,888.37",21,0.2
"358,512","2,178.28",6,0.05
"358,513","49,712.14",20,0.2
"358,514","4,659.42",2,0.01
"358,515","42,344.68",5,0.05
"358,516","12,316.37",1,1
"358,517","49,516.97",6,0.07
"358,518","108,478.15",21,0.2
"358,519","47,073.17",6,0.06
"358,520",833.49,4,0.02
"358,522","15,125.99",4,0.03
"358,524","10,657.89",4,0.03
"358,525","9,812.2",2,0.5
"358,526","8,536.5",1,1
"358,527","134,369.63",21,0.2
"358,528","68,259.15",20,0.2
"358,529","1,071.91",2,0.01
"358,530","33,222.83",4,0.05
"358,531","7,270.2",2,0.01
"358,532","-2,086.49",5,0.2
"358,534","18,827.08",3,0.02
"358,535","68,704.71",9,0.1
"358,537","70,300.45",21,0.19
"358,540","-1,221.41",1,1
"358,541","38,280.08",10,0.11
"358,542","118,840.1",16,0.15
"358,543","365,033.62",21,0.2
"358,545","14,312.55",3,0.04
"358,546","18,844.23",3,0.04
"358,547","17,522.24",3,0.04
"358,548","56,403.4",7,0.06
"358,549","78,024.16",10,0.1
"358,550","19,074.21",2,0.02
"358,551","8,987.53",2,1
"358,552","-3,053.86",1,1
"358,553","33,753.09",5,0.05
"358,554","53,570.11",13,0.77
"358,557","116,101.56",20,0.19
"358,559","4,488.03",14,0.05
"358,560","-26,692.05",18,0.18
"358,561","9,858.69",4,0.05
"358,562","53,261.45",6,1
"358,563","21,879.88",3,0.04
"358,564","2,683.95",1,1
"358,565","4,497.42",3,0.02
"358,566","175,801.27",20,0.2
"358,567","3,077.53",1,1
"358,568","7,276.52",3,0.02
"358,569","34,318.54",20,0.2
"358,570","46,339.26",3,0.04
"358,572","11,704.25",5,0.03
"358,573","1,047.1",2,0.5
"358,574","-2,524.91",1,1
"358,575","51,159.65",12,0.13
"358,577","23,482.22",2,1
"358,578","309,575.36",20,0.14
"358,579","41,983.69",18,0.14
"358,580","50,364.67",5,0.05
"358,581","22,376.19",5,0.8
"358,582","15,765.69",3,0.01
"358,583","8,380.39",2,1
"358,584","2,232.96",1,1
"358,586","2,905.65",1,1
"358,587","13,532.5",11,0.08
"358,589","73,066.34",21,0.15
"358,590","40,110",21,0.17
"358,592","9,811.2",3,0.04
"358,595",-860.57,2,0.02
"358,597","13,712.13",13,0.07
"358,598","9,332.52",1,1
"358,599","6,526.34",1,1
"358,600","23,696.66",5,0.05
"358,601","93,416.19",12,0.06
"358,602","41,429.03",15,0.15
"358,603","2,321.86",2,0.02
"358,604","80,987.08",20,0.17
"358,605","9,808.74",2,0.02
"358,607",-762.77,1,1
"358,608","8,828.45",7,0.07
"358,612","75,002.2",18,0.16
"358,614","19,157.1",20,0.02
"358,615","45,755.35",21,0.2
"358,616",-213.34,2,0.02
"358,617","3,462.43",21,0.2
"358,618","11,603.16",8,0.07
"358,620","35,129.43",3,0.04
"358,621","1,537.38",1,1
"358,622","-3,961.87",2,1
"358,623","5,672.56",1,1
"358,626","103,430.73",20,0.2
"358,628","1,665.9",2,0.01
"358,629","70,468.25",10,0.09
"358,630","81,416.86",20,0.2
"358,635","16,105.94",20,0.03
"358,637","-6,496.32",5,0.8
"358,638","426,650.49",20,0.2
"358,639","37,229.28",20,0.2
"358,641","3,089.77",2,1
"358,642","149,876.13",6,0.07
"358,643","11,840.4",2,0.02
"358,644","144,588.54",20,0.2
"358,645","12,202.82",1,1
"358,646","2,656.75",1,1
"358,647","-2,928.66",9,0.03
"358,648",850.83,1,1
"358,649","12,159.75",4,0.05
"358,650","1,230.73",1,1
"358,651","47,610.06",5,0.05
"358,652","5,158.89",3,0.02
"358,655","2,666.36",2,0.02
"358,657","87,268.31",20,0.2
"358,659","198,848.42",16,0.15
"358,661","112,555.79",21,0.18
"358,662","301,210.25",21,0.19
"358,665",134.91,1,1
"358,666","238,934.36",18,0.18
"358,667","24,763.53",4,0.03
"358,669",353.92,1,1
"358,670","364,720.12",19,1
"358,674","7,024.55",2,1
"358,675","11,606.95",1,1
"358,676","26,511.04",6,0.07
"358,678","5,733.53",4,0.03
"358,679","13,960.35",1,1
"358,680","11,295.46",3,0.04
"358,682","4,419.69",2,0.5
"358,683","31,657.73",9,0.09
"358,684","9,895.5",2,0.02
"358,685","83,939.46",14,0.15
"358,686","9,974.49",3,0.04
"358,687","8,373.79",1,1
"358,688","3,403.4",2,0.02
"358,689","124,258.14",14,0.15
"358,691","37,409.42",21,0.04
"358,692","14,003.07",7,0.04
"358,693","53,283.98",3,0.04
"358,695","78,702.5",6,0.06
"358,697","6,964.11",1,1
"358,698","126,986.13",21,0.2
"358,699",676.85,2,0.5
"358,700","30,382.44",2,0.02
"358,701","6,509.78",1,1
"358,703","38,824.4",7,0.08
"358,704","7,811.14",2,0.02
"358,706",396.35,1,1
"358,708","3,240.27",1,1
"358,711","1,366.24",2,0.01
"358,713","7,203.88",1,1
"358,714",-703.77,1,1
"358,715","5,748.73",15,0.05
"358,717","166,976.31",18,0.16
"358,718","3,615.5",2,0.01
"358,719","19,250.81",3,0.02
"358,720","-3,970.93",2,0.02
"358,722","10,292.5",2,0.02
"358,724","2,358.42",1,1
"358,725","2,980.35",2,1
"358,726","13,684.14",5,0.03
"358,727","1,128.85",1,1
"358,728","60,018.71",21,0.18
"358,730","4,222.51",2,0.5
"358,731","1,983.6",1,1
"358,732","10,176.67",21,0.12
"358,733","-4,178.68",20,0.06
"358,734","6,162.61",18,0.33
"358,735","1,051.77",1,1
"358,736","10,000.07",1,1
"358,737","10,457.43",1,1
"358,738","123,457.66",10,0.11
"358,739","4,671.71",1,1
"358,740","109,497.09",19,1
"358,741","1,428.26",18,0.03
"358,744","-3,748.37",7,0.71
"358,745",252.16,1,1
"358,748","25,646.44",7,0.08
"358,749","1,770.29",2,0.01
"358,751","4,157.38",5,0.4
"358,752",928.84,1,1
"358,753","2,249.2",2,0.01
"358,755","2,766.74",1,1
"358,756","-7,138.01",19,0.16
"358,757","31,815.84",14,0.09
"358,758","30,788.57",19,0.42
"358,759","8,036.9",3,0.04
"358,760","38,104.5",8,0.09
"358,761","9,015.97",11,0.11
"358,762","40,590.66",20,0.2
"358,767","18,048.1",3,0.02
"358,768","40,325.31",21,0.2
"358,769",-853.41,3,0.04
"358,770","10,803.75",4,0.05
"358,771","106,386.12",7,0.07
"358,772","-2,989.96",1,1
"358,773","3,461.96",1,1
"358,776","4,611.6",6,0.07
"358,777","1,230.73",1,1
"358,778","10,830.38",17,0.17
"358,779","13,426.68",3,0.04
"358,785","2,340",2,0.01
"358,786","428,881.3",15,0.13
"358,787","3,903.92",20,0.06
"358,788","8,120.22",7,0.06
"358,790","3,419.25",1,1
"358,791","12,074.6",3,0.02
"358,793","-3,455.08",2,0.02
"358,794","8,935.48",2,1
"358,796","35,254.73",18,0.94
"358,797","15,268.2",7,1
"358,798","53,366.37",11,0.1
"358,800","36,441.06",5,0.06
"358,802","16,091.88",3,0.04
"358,803","18,973.2",1,1
"358,804","3,010.14",2,1
"358,807","16,377.68",3,0.04
"358,808","178,931.04",21,0.2
"358,809","49,238.46",4,0.05
"358,811","12,286.43",2,1
"358,812","164,000.47",16,0.15
"358,813","140,196.64",21,0.2
"358,814","78,509.93",21,0.18
"358,817",-12.43,1,1
"358,818","73,811.83",5,0.05
"358,819","228,671.87",21,0.2
"358,821","133,435.91",12,0.13
"358,824","13,307.99",18,0.09
"358,826","2,139.62",2,0.5
"358,827","68,047.76",10,0.08
"358,828","104,185.43",12,0.13
"358,829","6,578.91",2,0.02
"358,830","7,954.49",2,0.02
"358,832","-3,535.37",5,0.8
"358,834","21,875.63",3,1
"358,835","230,890.54",20,0.2
"358,836","1,362.55",1,1
"358,837","19,988.33",3,0.02
"358,838","1,687.38",2,0.02
"358,839","20,754.63",8,0.09
"358,840","4,225.81",1,1
"358,841","63,162.99",18,0.18
"358,843","1,918.13",1,1
"358,844","11,580.24",2,0.5
"358,845","100,074.99",21,0.2
"358,846","2,893.7",1,1
"358,848","60,475.35",5,0.06
"358,849","14,083.51",2,0.5
"358,850","1,274.4",1,1
"358,851","2,145.23",6,0.83
"358,852","3,814.38",4,0.03
"358,853","8,594.58",18,0.18
"358,855","102,557.35",9,0.08
"358,856","14,175.67",8,0.08
"358,857","30,658.65",7,0.07
"358,858","76,461.38",21,0.19
"358,859","250,166.57",21,0.2
"358,860","287,512.2",21,0.19
"358,861","-3,451.82",3,0.04
"358,862","188,199.1",21,0.18
"358,863","503,824.72",19,0.16
"358,864","13,345.44",3,0.04
"358,865","42,813.83",4,0.75
"358,866","3,200.67",3,0.02
"358,867","27,334.51",21,0.09
"358,868","19,817.55",2,0.02
"358,869","99,985.68",20,0.2
"358,870","19,724.22",1,1
"358,872","491,327.44",21,0.2
"358,873","11,901.19",2,0.01
"358,874","20,071.15",4,0.05
"358,875","3,444.93",11,0.12
"358,876","195,427.83",21,0.2
"358,878","1,544.81",7,0.08
"358,880","12,523.54",17,0.16
