"CUENTA","GANACIA","TOTALCAMPANAS","PARTICIPACION"
"358,882","305,582.72",21,0.2
"358,885","155,414.82",21,0.19
"358,887","1,473.81",2,0.01
"358,888","35,534.76",8,0.09
"358,889","28,850.18",3,0.02
"358,891","140,494.15",20,0.2
"358,893","13,400.14",5,0.06
"358,895","10,351.9",3,0.04
"358,896","3,110.47",1,1
"358,898",335.63,2,0.01
"358,899","54,071.37",3,0.02
"358,900","90,995.71",20,0.2
"358,902","1,230.73",1,1
"358,904","27,525.66",2,0.02
"358,905","8,638.02",2,0.5
"358,906","32,553.77",5,0.03
"358,908","102,678.81",18,0.16
"358,909","17,510.49",1,1
"358,911",88.85,1,1
"358,912","6,531.34",5,0.03
"358,913","10,645.18",1,1
"358,914","6,540.21",1,1
"358,915","36,242.44",5,0.06
"358,916","-2,813",1,1
"358,918","9,293.42",2,1
"358,919",616.85,2,0.01
"358,920","25,253.17",3,0.04
"358,921","215,603.58",20,0.2
"358,923","52,759.51",20,0.2
"358,925","4,782.01",3,0.02
"358,926","22,810.65",2,0.02
"358,927",985.47,1,1
"358,930","-2,558.21",5,0.03
"358,931","-1,845.61",2,0.02
"358,932","251,135.73",16,1
"358,935","104,840.24",20,0.19
"358,936","4,748.04",4,0.03
"358,937","262,733.86",9,0.09
"358,938","42,099.8",20,0.2
"358,940",775.69,3,0.67
"358,941",-688.69,1,1
"358,943","19,521.52",19,0.32
"358,944","14,935.04",3,0.02
"358,946","13,609.07",4,0.03
"358,947","10,219.31",1,1
"358,948","8,263.95",5,0.6
"358,954","234,904.16",20,0.2
"358,955","-2,823.89",1,1
"358,957","21,603.35",3,0.02
"358,961","154,126.58",20,0.2
"358,962","22,316.19",7,0.08
"358,963","22,482.19",19,0.15
"358,965","36,670.49",15,0.14
"358,966","3,238.16",2,0.02
"358,968","132,136.51",20,0.2
"358,969","43,627.92",11,0.11
"358,970","124,787.25",9,0.09
"358,972","124,602.54",21,0.08
"358,974","14,903.75",5,0.03
"358,975","3,267.52",1,1
"358,976","26,038.26",4,0.03
"358,977","17,404.63",3,0.02
"358,980",914.14,1,1
"358,982","97,617.8",13,0.12
"358,985","12,834.47",20,0.2
"358,987","4,324.33",11,0.02
"358,991","183,677.41",20,0.18
"358,996","8,256.38",5,0.06
"358,997","27,188.17",12,0.07
"358,998","11,613.66",1,1
"358,999","123,972.49",21,0.19
"359,000","-1,615.77",3,0.33
"359,002","14,958.48",5,1
"359,005","37,657.51",5,0.06
"359,006","4,836.9",2,0.5
"359,008","1,230.73",1,1
"359,009","257,562.66",19,0.15
"359,010","2,462.47",1,1
"359,012","-4,014.31",2,0.02
"359,013","33,503.1",2,1
"359,014","-1,433.28",1,1
"359,015","17,860.78",6,0.67
"359,016","231,945.55",21,0.15
"359,018","80,567.77",20,0.2
"359,022","103,101.62",17,0.16
"359,023","1,230.73",1,1
"359,025","1,363.77",3,0.02
"359,029","9,721.89",3,0.04
"359,033","79,921.04",13,0.14
"359,034",71.05,20,0.03
"359,036","61,824.09",21,0.2
"359,037","89,485.28",7,0.07
"359,038","77,567.03",18,0.18
"359,039","57,416.76",21,0.09
"359,040","23,566.88",3,0.04
"359,042","12,684.9",5,0.05
"359,043","6,002.84",2,0.02
"359,044","1,009.26",1,1
"359,045","295,374.77",20,0.2
"359,046","11,527.74",2,0.02
"359,047",498.77,1,1
"359,048","112,815.67",20,0.2
"359,049","38,958.98",6,0.07
"359,050","18,336.88",4,0.05
"359,052","438,057.8",21,0.2
"359,053","76,972.32",8,0.08
"359,054","19,358.69",2,0.02
"359,055","6,482.49",7,0.08
"359,056","36,821.96",21,0.06
"359,059","247,352.96",21,0.18
"359,060","67,233.31",21,0.2
"359,062","5,217.31",8,0.02
"359,063","80,460.82",11,0.11
"359,064","1,595.67",3,0.04
"359,065","79,948.44",8,0.09
"359,066","240,552.03",21,0.2
"359,067","46,640.54",7,0.08
"359,068","182,398.58",15,0.15
"359,070","19,192.44",14,0.03
"359,071","9,818.57",2,0.5
"359,072","5,474.25",3,0.01
"359,074","27,830.76",2,0.02
"359,075","17,607.8",2,1
"359,076","2,433.05",1,1
"359,077","224,746.37",21,0.18
"359,078",977.46,1,1
"359,081","17,662.78",4,0.03
"359,082",922.29,4,0.05
"359,083","2,053.19",1,1
"359,084","-3,045.31",1,1
"359,086","46,404.25",11,1
"359,087","21,868.74",10,0.1
"359,089","18,882.41",14,0.03
"359,090","11,510.17",2,0.01
"359,092","51,562.52",20,0.2
"359,093","34,457.45",9,0.09
"359,094","28,280.4",5,0.03
"359,097","155,843.98",20,0.19
"359,098","101,249.41",19,0.18
"359,099","10,530.84",17,0.35
"359,100","3,404.74",2,0.01
"359,101","10,219.85",2,0.02
"359,102","-11,708.22",10,0.11
"359,103","1,214.05",1,1
"359,105","100,679.66",20,0.2
"359,106","146,227.17",21,0.2
"359,108","29,621.57",18,0.14
"359,109","468,007.49",19,1
"359,110",-46.44,5,0.02
"359,111","4,958.48",2,1
"359,112","5,454.65",5,0.03
"359,113","12,048.32",2,1
"359,114","141,289.29",12,0.83
"359,115",-448.88,3,0.04
"359,116","91,395.84",18,0.18
"359,117","1,008.55",3,0.04
"359,118","-1,246.08",1,1
"359,119","155,316.93",21,0.2
"359,120","38,075.25",8,0.75
"359,121","-3,530.06",3,0.04
"359,122","43,488.88",14,0.64
"359,123","7,263.5",2,0.02
"359,125","36,343.34",20,0.2
"359,126","13,978.86",5,0.06
"359,127","43,449.78",20,0.09
"359,129","5,268.34",1,1
"359,130","11,323.01",1,1
"359,133","-1,912.78",1,1
"359,134","100,550.37",6,0.06
"359,135","1,230.73",1,1
"359,136","10,532.71",3,0.04
"359,137","1,230.73",1,1
"359,138","2,576.82",1,1
"359,140","28,372.22",2,0.02
"359,141","-13,797.62",4,0.05
"359,142","80,086.94",9,0.09
"359,144","4,812.27",1,1
"359,146","2,351.74",1,1
"359,147","69,853.42",5,0.05
"359,149","8,851.76",7,0.86
"359,152","140,963.25",17,0.16
"359,156","94,380.39",7,0.07
"359,157","63,354.18",12,0.12
"359,159","119,854.25",20,0.2
"359,160","43,618.45",6,0.07
"359,162","182,900.77",19,0.89
"359,163","72,573.23",16,1
"359,164","78,969.15",5,0.06
"359,165","193,197.14",21,0.2
"359,166","37,717.48",13,0.12
"359,167","148,179.92",21,0.18
"359,168","2,092.19",1,1
"359,171","64,555.77",12,0.13
"359,174","154,930.8",19,0.09
"359,175","2,801.07",2,1
"359,176","6,468.42",2,1
"359,177","62,255.13",21,0.2
"359,178","24,263.32",4,0.05
"359,179","39,946.81",6,0.07
"359,180","108,220.75",7,0.06
"359,181","116,695.66",20,0.2
"359,182","16,343.8",1,1
"359,185","66,617.46",20,0.2
"359,187","250,111.18",20,0.2
"359,191","6,202.77",2,0.02
"359,192","3,015.98",1,1
"359,193","118,214.44",20,0.18
"359,195",854.7,2,0.01
"359,196","31,172.53",19,0.18
"359,198","8,970.34",14,0.05
"359,199","44,949.47",3,0.02
"359,201","22,117.6",16,0.04
"359,202","-3,018.44",2,1
"359,205","86,120.25",17,0.76
"359,207","-2,230.52",4,0.05
"359,209","5,236.53",3,0.67
"359,211","2,808.77",3,0.02
"359,212","35,191.1",8,0.75
"359,214","86,904.71",17,0.17
"359,215","45,673.11",13,0.12
"359,216","16,064.45",7,0.03
"359,219","60,051.8",14,0.09
"359,220","37,605.93",2,0.02
"359,223","353,908.05",20,0.2
"359,224","-1,042.98",2,0.02
"359,225",92.97,1,1
"359,226","99,542.76",19,1
"359,227","12,121.7",18,0.07
"359,228","4,161.03",5,1
"359,229","34,201.34",9,0.09
"359,230","-3,231.78",2,0.5
"359,231","93,507.25",14,0.15
"359,232","-1,221.09",1,1
"359,233","42,080.12",2,0.02
"359,237","204,731.09",20,0.2
"359,238","8,722.83",2,0.02
"359,240","136,074.32",17,0.17
"359,241","2,642.57",2,0.01
"359,242","46,195.54",20,0.2
"359,243","72,390.49",19,0.95
"359,245","17,769.33",3,0.01
"359,246","8,719.49",1,1
"359,247","15,270.14",3,1
"359,248","3,370.74",2,0.02
"359,253","14,187.24",3,1
"359,254","81,967.12",9,0.1
"359,256","42,329.25",20,0.13
"359,258","14,101.13",6,0.07
"359,259","206,966.81",20,0.2
"359,260","8,996.34",4,0.03
"359,261","42,063.54",8,0.07
"359,262","53,737.09",11,0.12
"359,263","69,754",9,0.08
"359,264","2,329.78",2,0.01
"359,266","5,824.22",10,0.01
"359,268","51,344.02",5,0.06
"359,269","2,769.22",4,0.03
"359,270","73,849.45",15,0.87
"359,274","6,228.74",1,1
"359,275","77,854.83",19,1
"359,276","122,313.61",20,0.2
"359,277",489.43,1,1
"359,278","4,149.58",1,1
"359,279","78,697.57",17,0.17
"359,280","96,472.35",6,0.07
"359,281","27,299.18",3,0.02
"359,282","43,555.28",7,0.08
"359,283",208.55,7,0.02
"359,284","13,111.03",3,0.04
"359,288","8,328.01",7,0.08
"359,289","239,771.45",20,0.19
"359,292","39,946.17",5,0.05
"359,295","9,894.32",2,0.02
"359,296","11,165.14",20,0.06
"359,297","2,460.22",2,0.5
"359,299","-1,350.67",2,0.5
"359,300","24,433.56",20,0.2
"359,301","86,333.72",9,0.89
"359,303","20,035.13",3,0.04
"359,304","39,495.78",19,0.13
"359,307","193,388.56",20,0.2
"359,308","156,021.78",20,0.2
"359,309","65,144.9",20,0.15
"359,310","3,528.81",8,0.08
"359,312","380,447.26",20,0.2
"359,313","7,650.22",3,0.04
"359,314","2,141.63",2,1
"359,317","4,347.09",5,0.06
"359,318","248,958.78",21,0.2
"359,319","8,777.03",3,0.02
"359,321","80,134.42",16,0.12
"359,324",869.81,1,1
"359,325",-41.82,1,1
"359,326","91,610.49",19,0.16
"359,327","248,303.88",20,0.2
"359,328","27,414.26",3,0.02
"359,329","134,920.32",21,0.2
"359,330","51,915.97",4,0.03
"359,331","15,033.18",8,0.07
"359,334","10,289.62",2,1
"359,335","12,600.11",5,0.6
"359,337","8,852.44",3,0.02
"359,338","58,024.67",19,1
"359,341","107,633.57",9,0.08
"359,344","166,602.07",21,0.2
"359,346","2,566.29",3,0.04
"359,347","30,694.66",5,0.05
"359,348","2,660.75",6,0.01
"359,350","103,450.49",21,0.2
"359,352","8,121.42",2,0.5
"359,353","89,484.11",6,0.83
"359,354","104,739.58",14,0.15
"359,358","32,208.99",6,0.07
"359,359","7,712.85",1,1
"359,360","19,157.02",8,0.06
"359,361","7,949.46",1,1
"359,362","66,556.97",20,0.15
"359,363","12,466.7",8,0.03
"359,364","37,237.21",4,0.02
"359,365","27,323.47",11,0.08
"359,366","11,936.41",2,0.5
"359,367","123,791",21,0.2
"359,368",936,1,1
"359,369","26,499.81",7,0.08
"359,371","16,755.59",2,1
"359,372","77,541.93",21,0.2
"359,374","9,041.74",9,0.05
"359,375","3,467.98",2,0.01
"359,377","-3,843.08",3,0.04
"359,378","84,919.22",15,0.14
"359,379","6,383.81",1,1
"359,380","5,086.29",2,0.02
"359,381","151,108.19",17,0.17
"359,382","23,283.13",20,0.14
"359,383","2,573.49",1,1
"359,385","156,415.31",21,0.2
"359,386","91,124.22",16,0.07
"359,387","6,537.27",2,0.01
"359,388","1,387.38",1,1
"359,389","90,231.14",7,0.07
"359,390","2,231.42",1,1
"359,391","23,675.98",11,0.09
"359,392","34,695.26",4,0.03
"359,394","266,778.82",20,0.2
"359,396","28,674.44",3,0.04
"359,397","203,589.61",20,0.2
"359,399","111,103.52",21,0.2
"359,401","133,506.93",17,0.17
"359,405","9,985.72",3,0.04
"359,406","103,007.58",17,0.13
"359,407","14,411.73",2,0.5
"359,409","59,190.31",20,0.19
"359,410","-1,166.37",1,1
"359,411",39.71,1,1
"359,412","5,747.24",1,1
"359,413","23,293.73",5,1
"359,415","28,043.67",5,0.05
"359,417","179,931.12",19,1
"359,418",-762.77,1,1
"359,419","69,673.84",20,0.19
"359,420",-502.36,18,0.02
"359,421","7,164.76",1,1
"359,422",-995.91,4,0.03
"359,423","5,575.61",4,0.02
"359,424","29,548.14",14,1
"359,427","17,910.61",3,0.04
"359,428","6,577.78",1,1
"359,429","24,199.4",3,0.02
"359,431","9,333.49",2,0.02
"359,433","52,325.42",3,0.04
"359,435","76,901.62",15,0.15
"359,436","3,987.3",2,0.02
"359,439","18,093.35",20,0.2
"359,441","225,701.01",20,0.2
"359,443",595,3,0.02
"359,444","111,482.4",7,0.08
"359,446","-3,517.89",3,0.67
"359,447","3,005.08",1,1
"359,448","174,655.43",20,0.2
"359,449","2,520.62",1,1
"359,450","13,918.61",3,0.02
"359,451","76,470",12,0.1
"359,452","20,579.34",4,0.02
"359,453","9,603.41",1,1
"359,454","3,751.24",5,0.03
"359,455","72,389.9",9,0.08
"359,456","1,207.1",1,1
"359,457","160,812.13",21,0.2
"359,458","49,470.02",11,0.1
"359,459","182,560.65",21,0.17
"359,461","1,240.6",2,0.01
"359,463","3,729.19",3,0.02
"359,466","1,320.1",1,1
"359,467","164,531.34",19,1
"359,469","158,928.77",20,0.2
"359,470","181,235.82",21,0.2
"359,471","16,545.78",4,0.03
"359,472",-519.61,1,1
"359,474","1,833.02",1,1
"359,475","48,627.55",15,0.12
"359,477","42,038.38",11,0.11
"359,478","88,615.76",20,0.18
"359,479","61,649.84",10,0.11
"359,481","44,654.75",6,0.07
"359,483","44,310.2",16,1
"359,485","8,815.14",1,1
"359,486","88,199.87",11,0.11
"359,487","5,508.09",6,0.07
"359,488","19,224.03",2,0.02
"359,489","-1,291.47",1,1
"359,490","29,638.09",4,0.05
"359,491","2,022.03",1,1
"359,492","3,542.84",1,1
"359,493","316,254.06",21,0.2
"359,494","78,632.33",20,0.2
"359,495","13,842.45",4,0.03
"359,496","2,689.15",2,0.02
"359,498","17,151.88",2,0.02
"359,499","12,279.88",19,0.01
"359,501","2,494.28",1,1
"359,502","17,703.93",3,0.04
"359,503","315,964.92",11,0.12
"359,504","63,980.42",5,0.05
"359,505","1,128.85",1,1
"359,507","292,273.74",20,0.2
"359,508","1,400.29",3,0.02
"359,509","35,982.25",7,0.08
"359,512","-1,392.67",4,1
"359,513","31,155.96",4,0.03
"359,514","94,851.78",7,0.06
"359,515",669.74,3,0.02
"359,517","-1,023.85",1,1
"359,518","22,796.1",3,0.02
"359,521","60,861.58",5,1
"359,522","14,482.21",4,0.75
"359,523","89,663.25",10,0.11
"359,524","14,599.98",3,1
"359,525","36,045.79",2,0.02
"359,526","13,114.77",4,1
"359,529","11,174.27",11,0.18
"359,530","110,428.47",20,0.2
"359,533",-626,2,0.5
"359,535","69,105.82",21,0.2
"359,536","6,653.56",1,1
"359,537","20,033.12",5,0.03
"359,539","45,636.48",8,0.07
"359,541","5,968.13",2,1
"359,542","20,607.89",3,1
"359,544",326.06,3,0.04
"359,546",635.45,5,1
"359,548","-1,063.81",2,0.01
"359,549","7,634.63",2,0.02
"359,550","7,227.03",1,1
"359,552","58,846.48",9,0.09
"359,553","5,174.23",2,0.02
"359,555","-3,259.67",20,0.2
"359,558","29,353.63",4,0.05
"359,561","28,323.99",2,0.02
"359,563","-1,064.46",1,1
"359,566","30,556.18",19,0.47
"359,568","25,439",3,0.04
"359,571","159,024.59",19,1
"359,572","45,573.72",9,0.08
"359,573","13,913.72",2,0.01
"359,574","57,450.42",8,0.08
"359,575","64,605.58",19,1
"359,576","3,887.51",1,1
"359,578","1,985.44",3,0.67
"359,579","102,595.04",5,0.06
"359,581","50,494.08",17,0.06
"359,583","56,287.11",5,0.03
"359,588","1,781.92",2,0.01
"359,589","13,360.07",1,1
"359,590","132,913.5",12,0.13
"359,591","4,761.46",1,1
"359,592","9,319.81",10,0.8
"359,593","34,074.16",6,0.07
"359,594","268,423.87",20,0.17
"359,595","1,230.73",1,1
"359,597","6,912.47",2,0.02
"359,598","10,480.87",20,0.06
"359,599","1,230.73",1,1
"359,603","132,102.68",20,0.2
"359,605","56,364.01",19,1
"359,606","31,887.59",13,0.13
"359,607","3,808.55",2,0.02
"359,608","117,323.34",21,0.2
"359,609","91,569.45",9,0.1
"359,613","2,826.4",1,1
"359,614",303.21,1,1
"359,615","9,752.57",4,0.02
"359,616","-2,166.37",1,1
"359,617",756.3,1,1
"359,618","47,921.65",19,1
"359,619","53,997.89",5,0.05
"359,620","25,809.85",5,0.06
"359,622","73,327.27",14,0.93
"359,623",-181.32,2,0.02
"359,624","160,577.32",9,1
"359,627","25,391.69",20,0.07
"359,628",904.7,2,0.02
"359,629","458,863.75",20,0.2
"359,630","5,049.71",1,1
"359,633","-3,587.7",1,1
"359,635","2,379.2",3,0.04
"359,636",-766.69,1,1
"359,637","53,011.59",21,0.2
"359,640",-782.81,2,0.5
"359,641","37,276.81",3,0.04
"359,643","31,843.7",9,0.1
"359,644","5,403.51",18,0.11
"359,647","20,042.01",11,0.11
"359,648","54,204.34",12,1
"359,650","-3,048.02",2,1
"359,651","334,187.45",21,0.2
"359,652","121,759.47",20,0.2
"359,653","3,237.68",2,1
"359,654","50,098.59",10,0.11
"359,655","-4,765.92",1,1
"359,656",-733.48,2,0.01
"359,657","88,952.2",19,1
"359,658","1,128.85",1,1
"359,659","16,958.07",20,0.2
"359,660","96,837.25",19,0.95
"359,661","19,022.15",5,0.05
"359,663","33,839.64",4,0.05
"359,666","50,978.66",20,0.19
"359,667","24,949.92",2,0.02
"359,668","17,163.55",4,0.03
"359,669","32,960.34",6,0.05
"359,670","27,252.89",2,0.02
"359,671","153,509.43",21,0.15
"359,672","179,677.88",20,0.2
"359,673","357,508.84",19,0.89
"359,676","58,334.9",8,1
"359,677","110,759.02",19,1
"359,678","102,714.82",7,0.07
"359,679","80,543.53",19,0.17
"359,680","14,488.02",2,0.5
"359,681","22,755.48",2,0.02
"359,685","33,685.35",3,0.04
"359,689","-1,988.39",1,1
"359,691","-3,742.2",2,0.02
"359,692","99,365.01",19,1
"359,693","91,723.51",19,1
"359,694","87,428.69",15,0.12
"359,696","33,277.57",4,0.03
"359,697","4,787.63",1,1
"359,698","29,087.81",9,0.02
"359,699","40,431.22",18,0.12
"359,700","45,054.48",8,0.08
"359,701","2,480.19",1,1
"359,702","15,546.75",3,0.02
"359,706","112,455.26",17,0.09
"359,707","82,811.07",11,0.1
"359,708","6,293.93",2,0.02
"359,709","8,960.07",1,1
"359,710","44,733.3",19,0.26
"359,711","81,657.39",4,1
"359,713","1,313.85",2,1
"359,715","1,704.92",1,1
"359,716","42,088.81",8,0.08
"359,718","23,789.09",11,0.04
"359,719","30,057.59",2,1
"359,720","2,368.84",1,1
"359,725",649.65,1,1
"359,726","7,782.94",1,1
"359,727","-2,597.19",1,1
"359,728","35,129.3",16,0.09
"359,729","9,923.55",2,1
"359,730","105,271.28",20,0.2
"359,732","28,990.09",3,0.02
"359,733","10,728.28",2,0.5
"359,735","19,796.52",15,1
"359,738","1,045.47",3,0.02
"359,739","50,353.79",15,0.93
"359,740","5,127.14",2,1
"359,742","4,323.11",2,1
"359,743","159,079.89",17,1
"359,744","137,264.69",20,0.2
"359,747","71,712.16",9,1
"359,749","13,381.47",3,0.02
"359,750","206,018.01",20,0.2
"359,752","8,763.57",2,0.02
"359,753","180,715.63",20,0.2
"359,754","2,114.27",1,1
"359,755","48,483",5,0.05
"359,757","15,947",2,1
"359,758","124,464.85",11,0.11
"359,759","7,469",3,0.02
"359,761","2,269.17",1,1
"359,763","6,545.2",1,1
"359,765",-918.02,1,1
"359,766","-2,092.79",1,1
"359,767","71,509.67",5,1
"359,768",893.81,1,1
"359,771","10,690.09",4,0.05
"359,772","8,779.64",1,1
"359,773","3,232.69",2,0.01
"359,774","23,560.34",2,0.02
"359,776","35,759.34",9,0.1
"359,777","14,129.08",3,0.02
"359,778","3,116.48",3,0.04
"359,779","100,544.27",7,0.07
"359,781","2,135.29",1,1
"359,782","108,794.74",19,0.89
"359,783","1,680.51",2,1
"359,784","46,274.57",6,0.83
"359,785","5,171.36",2,0.01
"359,786","82,193.71",18,0.18
"359,787","190,727.8",20,0.2
"359,789","49,489.64",5,1
"359,791","84,690.99",11,0.08
"359,792","-1,130.14",1,1
"359,795","4,354.71",1,1
"359,796","-4,647.44",2,0.02
"359,797","24,400.31",3,0.04
"359,798","24,174.93",7,0.06
"359,799",-508.56,2,0.01
"359,800","-19,037.05",20,0.16
"359,801","132,185.93",20,0.2
"359,802","-1,466.76",1,1
"359,803","93,279.45",10,0.11
"359,804","160,032.81",20,0.2
"359,805","22,082.78",4,0.05
"359,806",-186.73,1,1
"359,808","1,720.02",1,1
"359,809","38,313",15,0.12
"359,810","64,384.57",6,0.07
"359,811","11,267.83",1,1
"359,812","26,876.14",4,0.05
"359,813","14,832.64",1,1
"359,818","4,919.66",1,1
"359,819","7,351",8,0.08
"359,821","1,417.28",1,1
"359,822","15,017.92",1,1
"359,823","1,043.92",2,0.02
"359,824","15,143.25",3,0.02
"359,825","1,586.65",3,0.04
"359,826","56,672.23",8,0.04
"359,827","19,976.23",3,0.04
"359,828","1,230.73",1,1
"359,829","2,210.01",1,1
"359,830","51,926.96",20,0.2
"359,831","11,804.78",4,0.05
"359,832",-66.52,1,1
"359,834","9,029.45",3,0.02
"359,835","12,220.54",3,0.02
"359,836","40,298.47",17,0.12
"359,839","116,378.6",20,0.07
"359,840","24,902.85",20,0.2
"359,841","10,242.54",2,0.02
"359,842","5,426.08",20,0.03
"359,843","22,781.84",3,0.02
"359,844","56,290.04",6,0.05
"359,845","5,386.96",2,0.02
"359,847","2,074.53",2,0.01
"359,848","6,383.31",2,0.01
"359,850","9,883.48",4,0.03
"359,851","42,501.63",20,0.09
"359,852","3,966.03",2,0.02
"359,853","4,919.66",1,1
"359,857","37,536.31",14,0.14
"359,861","29,385.59",7,0.06
"359,862","2,338.24",2,0.01
"359,863","5,164.72",3,0.02
"359,865","60,845.85",12,0.12
"359,866","120,144.52",13,0.14
"359,867","1,230.73",1,1
"359,868","17,120.74",2,0.5
"359,869","32,803.64",8,0.09
"359,870","35,382.73",4,0.05
"359,873","25,543.73",3,0.04
"359,874","41,757.96",9,0.09
"359,875","20,500.69",6,0.07
"359,876",943.01,2,0.02
"359,877","21,104.06",2,0.02
"359,878","1,052.62",1,1
"359,881","8,815.7",2,1
"359,882",-75.08,1,1
"359,883","1,152.43",1,1
"359,884","30,350.6",2,0.02
"359,886","2,992.38",2,0.01
"359,887","16,658.79",3,0.04
"359,888","174,879.82",20,0.19
"359,889","7,427.34",1,1
"359,890","10,310.92",1,1
"359,891","1,789.23",1,1
"359,893","53,609.4",4,1
"359,894","2,998.25",1,1
"359,895","22,137.68",8,0.88
"359,896","54,324.65",13,0.14
"359,897","57,401.17",6,0.07
"359,898","20,225.81",2,0.02
"359,899","133,350.56",20,0.16
"359,900","517,040.22",20,0.2
"359,901","48,039.21",20,0.2
"359,902","94,142.94",8,0.07
"359,903","124,460.74",15,0.14
"359,904","73,516.37",20,0.1
"359,905","23,981.69",4,0.05
"359,906","212,358.88",19,1
"359,907",800.86,2,0.02
"359,908","73,368.89",18,0.17
"359,910","14,660.78",2,0.01
"359,913","23,005.03",2,0.02
"359,914","145,190.44",19,1
"359,915","103,525.32",20,0.2
"359,916","47,599.76",5,1
"359,918","3,339.71",1,1
"359,921","5,155.52",1,1
"359,922","3,052.37",13,0.02
"359,923","1,230.73",1,1
"359,924","20,622.77",17,0.17
"359,926","19,013.84",2,0.02
"359,927","80,422.69",18,0.13
"359,929","34,957.04",2,0.02
"359,930","35,940.66",10,0.11
"359,931","261,814.03",20,0.2
"359,932","31,339.26",6,0.07
"359,933","31,378.64",2,0.02
"359,934","5,283.56",1,1
"359,935","11,418.25",1,1
"359,937","15,707.07",2,0.02
"359,938","17,265.99",4,0.75
"359,939","5,285.88",1,1
"359,941","65,612.43",20,0.2
"359,943","4,855.01",1,1
"359,944","6,301.93",5,0.06
"359,945","190,474.61",20,0.2
"359,946","12,684.69",2,1
"359,948","-4,027.16",2,0.02
"359,949","5,478.83",4,1
"359,951","6,807.66",1,1
"359,953","145,516.4",15,0.87
"359,955","227,842.83",14,0.11
"359,956","-7,508.88",3,0.04
"359,957","1,418.23",8,0.03
"359,958","4,387.46",1,1
"359,959","27,452.31",14,0.04
"359,962","27,102.42",19,0.84
"359,963",572.34,1,1
"359,964","11,567.52",4,0.05
"359,965","60,233.66",14,0.93
"359,967","13,707.66",3,0.02
"359,968","7,687.57",2,0.01
"359,969","4,174.79",2,0.02
"359,970","101,619.29",20,0.2
"359,971","97,412.58",14,0.14
"359,972","13,661.15",2,0.01
"359,973","10,748.35",7,0.07
"359,975","36,328.76",2,0.02
"359,979","48,533.27",20,0.2
"359,980","219,849.28",17,0.17
"359,981","248,268.6",20,0.2
"359,982","103,643.31",19,0.74
"359,983","27,659.41",6,0.07
"359,985","32,925.99",10,0.1
"359,986","39,225.89",4,0.05
"359,987","6,655.15",1,1
"359,988","176,126.37",8,0.08
"359,989","5,994.15",2,0.5
"359,990","11,886.57",1,1
"359,991","40,335.98",5,0.06
